Advertiser_Id,Advertiser_Name,Audience_Id,Audience_Name,Audience_Expression,Match_Level,Unique,CPM
17407,Dell,46273657,"targeting-tvlovers_us-csbo-con_3pofftheshelf_neustar-123_be","([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4948020/*HH Subscribes to Cable TV*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4948443/*Saw Drama Movies*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074797/*Watch Network TV Primetime-Comedy*/])",INDIVIDUAL,378512526,1.0
17407,Dell,46271420,"test-telecommutersandsoho_us-csbo-sb_3pofftheshelf_neustar-123-expr_fi","([33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949596/*SOHO 25- Small Office Or Home Office Businesses*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949606/*Company Size: 1-4 employees*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949607/*Company Size: 20-100 employees*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949609/*Company Size: 5-19 employees*/])",INDIVIDUAL,31969875,1.5
17407,Dell,46253426,"abm-na_us-mb_abm_neustar-180-ads_fi_d1rwgyoqaik","([25752/*180byTwo_DataDirectory*/,30867528/*180byTwo from Anteriad > B2B > Decision Makers > Information Technology / IT Decision Makers*/])&&([33271/*Adstra Data Directory Taxonomy*/,12816239/*B2B_100222*/])&&([25752/*180byTwo_DataDirectory*/,30867922/*180byTwo from Anteriad > B2B > Job Seniority > C: Director*/]||[25752/*180byTwo_DataDirectory*/,30867923/*180byTwo from Anteriad > B2B > Job Seniority > D: Manager*/]||[25752/*180byTwo_DataDirectory*/,30867925/*180byTwo from Anteriad > B2B > Job Seniority > B: Vice President*/])",INDIVIDUAL,1776198,5.5
17407,Dell,46253422,"test_ABM_audience_NSR_JC_032823","([25752/*180byTwo_DataDirectory*/,30867528/*180byTwo from Anteriad > B2B > Decision Makers > Information Technology / IT Decision Makers*/]||[25752/*180byTwo_DataDirectory*/,30867922/*180byTwo from Anteriad > B2B > Job Seniority > C: Director*/]||[25752/*180byTwo_DataDirectory*/,30867923/*180byTwo from Anteriad > B2B > Job Seniority > D: Manager*/]||[25752/*180byTwo_DataDirectory*/,30867925/*180byTwo from Anteriad > B2B > Job Seniority > B: Vice President*/]||[33271/*Adstra Data Directory Taxonomy*/,12816239/*B2B_100222*/])",HOUSEHOLD,22888621,2.0
17407,Dell,46199449,"control-na_us-ce_1pcrm_aiqcrm-cip_na_dfc6vuk7tkj","([36489/*Dell*/,46195123/*Control_dfc6vuk7tkj*/])",INDIVIDUAL,0,0.0
17407,Dell,46199448,"test-na_us-ce_1pcrm_aiqcrm-cip_na_dcksi8jk3dk","([36489/*Dell*/,46195122/*Test_dcksi8jk3dk*/])",INDIVIDUAL,0,0.0
17407,Dell,46167016,"test-ceim_us-ce_1pcrm_aiqcrm-cip_na","([36489/*Dell*/,46158501/*B2B Business Unit Segment*/])",INDIVIDUAL_PLUS,0,0.0
17407,Dell,46094143,"QC_test_JC","([12160/*Neustar AdAdvisor - Business*/,2965207/*Company Size: 500+ employees*/]||[25752/*180byTwo_DataDirectory*/,30867516/*180byTwo from Anteriad > B2B > Decision Makers*/])",HOUSEHOLD,7931582,1.75
17407,Dell,46078986,"test-enrique","([25752/*180byTwo_DataDirectory*/,30866833/*180byTwo from Anteriad > ABM > Top Companies > IBM*/]||[25752/*180byTwo_DataDirectory*/,30866846/*180byTwo from Anteriad > ABM > Top Companies > Intel*/])",INDIVIDUAL,479,2.25
17407,Dell,45974656,"CA 1","([44/*US States & Canadian Provinces*/,259104/*CALIFORNIA*/])",HOUSEHOLD,0,0.0
17407,Dell,45974655,"CA Ex","([44/*US States & Canadian Provinces*/,259104/*CALIFORNIA*/])",HOUSEHOLD,0,0.0
17407,Dell,45957793,"Test-NA-Computers and Laptops-IM_us-csbo-con_3p off-the-shelf_Neustar-Clickagy","([37656/*Clickagy Public Taxonomy*/,20946441/*In-Market > Electronics > Computers > Desktops*/]||[37656/*Clickagy Public Taxonomy*/,20946444/*In-Market > Electronics > Computers > Laptops*/])",INDIVIDUAL,4435446,0.99
17407,Dell,45954177,"TEST - Computer Interest","([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947871/*Last Computer Purchase: 2-3 Years Ago*/])&&!([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947862/*Owns Apple Computer*/])",HOUSEHOLD,22028420,1.0
17407,Dell,45950816,"Test Seg","([36489/*Dell*/,45101641/*Test Segment*/])",HOUSEHOLD,0,0.0
17407,Dell,46484804,"targeting-soho_us-csbo-sb_3pofftheshelf_neustar-ada_em/fi","([12160/*Neustar AdAdvisor - Business*/,2965213/*Small office or Home office Business Owners*/]||[12160/*Neustar AdAdvisor - Business*/,2965252/*SOHO 2- Real Estate Services*/]||[12160/*Neustar AdAdvisor - Business*/,2965274/*SOHO 25- Small Office Or Home Office Businesses*/])",INDIVIDUAL,2113636,1.5
